date,adjVolume_SandP,adjClose_SandP,adjClose_aapl,adjVolume_aapl,adjClose_fb,adjVolume_fb,adjClose_goog,adjVolume_goog,adjClose_msft,adjVolume_msft
2020-08-19,3884480000.0,3374.85009765625,115.7075,145538008.0,262.59,23291463,1547.53,1660611,209.7,27627561
2020-08-20,3642850000.0,3385.510009765625,118.275,126907188.0,269.01,20299688,1581.75,1706877,214.58,26981478
2020-08-21,3705420000.0,3397.159912109375,124.37,338054640.0,267.01,15538615,1580.42,1446453,213.02,36249319
2020-08-24,3728690000.0,3431.280029296875,125.8575,345937768.0,271.39,23685603,1588.2,1410229,213.69,25460147
2020-08-25,3619300000.0,3443.6201171875,124.825,211495788.0,280.82,42127240,1608.22,2132084,216.47,23043696
2020-08-26,3754360000.0,3478.72998046875,126.5225,163022268.0,303.91,69015151,1652.38,3581072,221.15,39600828
2020-08-27,3929560000.0,3484.550048828125,125.01,155552384.0,293.22,30301309,1634.33,1861602,226.58,57602195
2020-08-28,3855880000.0,3508.010009765625,124.8075,187629916.0,293.66,17172415,1644.41,1499782,228.91,26292896
2020-08-31,4342290000.0,3500.31005859375,129.04,223505733.0,293.2,17345134,1634.18,1823406,225.53,28774156
2020-09-01,4083110000.0,3526.64990234375,134.18,152470142.0,295.44,17320872,1660.71,1826655,227.27,25791235
2020-09-02,4285190000.0,3580.840087890625,131.4,200118991.0,302.5,24341369,1728.28,2511180,231.65,34080839
2020-09-03,4898680000.0,3455.06005859375,120.88,257599640.0,291.12,32294092,1641.84,3107763,217.3,58400288
2020-09-04,4431440000.0,3426.9599609375,120.96,332607163.0,282.73,30333671,1591.04,2608568,214.25,59664072
2020-09-08,4665600000.0,3331.840087890625,112.82,231366563.0,271.16,24863997,1532.39,2610884,202.66,52924330
2020-09-09,3920830000.0,3398.9599609375,117.32,176940455.0,273.72,22918769,1556.96,1774704,211.29,45678986
2020-09-10,4192250000.0,3339.18994140625,113.49,182274391.0,268.09,24814669,1532.02,1618557,205.37,35461514
2020-09-11,3704450000.0,3340.969970703125,112.0,180860325.0,266.61,18913883,1520.72,1597087,204.03,33620073
2020-09-14,3832130000.0,3383.5400390625,115.355,140150087.0,266.15,24093830,1519.28,1696589,205.41,30375768
2020-09-15,4051460000.0,3401.199951171875,115.54,184642039.0,272.42,18478530,1541.44,1331082,208.78,21823942
2020-09-16,4710030000.0,3385.489990234375,112.13,155026675.0,263.52,29207594,1520.9,1312299,205.05,26372464
2020-09-17,4371940000.0,3357.010009765625,110.34,178010968.0,254.82,31281441,1495.53,1879751,202.91,34011257
2020-09-18,7068700000.0,3319.469970703125,106.84,287104882.0,252.53,28130767,1459.99,3103882,200.39,55225326
2020-09-21,4828350000.0,3281.06005859375,110.08,195713815.0,248.15,24709378,1431.16,2888827,202.54,39839657
2020-09-22,3963300000.0,3315.570068359375,111.81,183055373.0,254.75,30293103,1465.46,1583201,207.42,33517065
2020-09-23,4364500000.0,3236.919921875,107.12,150718671.0,249.02,19641266,1415.21,1657350,200.59,30803780
2020-09-24,4599470000.0,3246.590087890625,108.22,167743349.0,249.53,20006750,1428.29,1450216,203.19,31202493
2020-09-25,3792220000.0,3298.4599609375,112.28,149981441.0,254.82,18351311,1444.96,1323375,207.82,29437312
2020-09-28,3946060000.0,3351.60009765625,114.96,137672403.0,256.82,18826254,1464.52,2007941,209.44,32004936
2020-09-29,3651880000.0,3335.469970703125,114.09,100060526.0,261.79,20215504,1469.33,979102,207.26,24464472
2020-09-30,4722530000.0,3363.0,115.81,142675184.0,261.9,20142546,1469.6,1701608,210.33,33829088
2020-10-01,4070530000.0,3380.800048828125,116.79,116120440.0,266.63,20009801,1490.09,1779497,212.46,27158418
2020-10-02,3961550000.0,3348.419921875,113.02,144711986.0,259.94,16367597,1458.42,1284071,206.19,33154781
2020-10-05,3686920000.0,3408.60009765625,116.5,106243839.0,264.65,12822252,1486.02,1113257,210.38,21331561
2020-10-06,4443380000.0,3360.969970703125,113.16,161498212.0,258.66,18696917,1453.44,1245423,205.91,28554261
2020-10-07,3807830000.0,3419.43994140625,115.08,96848985.0,258.12,23133417,1460.29,1746156,209.83,25681054
2020-10-08,3856190000.0,3446.830078125,114.97,83477153.0,263.76,16312762,1485.93,1187831,210.58,19925837
2020-10-09,3939060000.0,3477.139892578125,116.97,100506865.0,264.45,14107803,1515.22,1435542,215.81,26458047
